GROUP,DD,GRADE,SEQNO,P,Mn,S,Mn/S,Mn/S(critical- theoretical),START_TEMP,FINISH_TEMP,CS,Mould cooling water Flowrate,Mould Level,MCW Delta Temp,Sec  Cooling Zone flow rate
1,17,980,S10,0.016,0.745,0.021,35.47619048,28.83191546,1565,1554,3.01,2233.22,58.94,8.08,261.76
1,17,980,S19,0.012,0.830,0.018,46.11111111,32.58285073,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,16,980,S24,0.024,0.730,0.022,33.18181818,27.78715793,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,17,980,S29,0.014,0.740,0.028,26.42857143,22.94811947,1550,1550,2.56,2235.06,65.91,7.45,243.20
1,17,980,S35,0.022,0.748,0.017,44.00000000,34.09448306,0,0,2.50,2235.72,65.91,7.80,239.39
1,7,976,M,0.021,0.982,0.027,36.37037037,23.61991192,0,1567,2.22,2240.14,65.81,6.75,211.43
1,12,980,S5,0.023,0.747,0.029,25.75862069,22.31802259,1554,1554,2.81,2245.00,66.10,7.52,266.10
1,12,980,S10,0.015,0.734,0.030,24.46666667,21.72572514,1543,1547,2.71,2244.81,65.99,7.66,256.82
1,13,980,S20,0.040,0.718,0.022,32.63636364,27.78715793,1553,1553,2.68,2239.53,65.91,7.76,254.60
1,6,976,M,0.022,1.020,0.021,48.57142857,28.83191546,1580,1580,2.31,2240.97,65.34,6.84,220.71
1,5,909,S5,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1549,1549,2.91,2242.81,65.99,7.89,275.67
1,7,909,S10,0.024,1.028,0.030,34.26666667,21.72572514,1550,1550,3.26,2236.01,65.89,8.00,284.34
1,0,909,M,0.018,1.015,0.024,42.29166667,25.93359266,1578,1578,3.19,2247.79,60.89,0.69,184.54
1,0,909,S9,0.020,1.012,0.028,36.14285714,22.94811947,1546,1546,0.00,2249.47,0.00,0.35,0.00
1,8,909,S14,0.023,1.042,0.032,32.56250000,20.64126415,0,0,2.89,2241.62,65.95,7.78,274.63
1,10,909,M,0.021,0.985,0.020,49.25000000,29.96988564,1578,1584,2.61,2239.39,65.80,7.83,248.41
1,17,909,S5,0.028,1.025,0.020,51.25000000,29.96988564,0,1556,2.60,2240.97,66.09,7.66,245.70
1,13,909,S10,0.032,1.020,0.018,56.66666667,32.58285073,0,1536,2.43,2241.36,66.09,7.57,230.21
1,16,909,S15,0.028,1.075,0.023,46.73913043,26.82423957,0,0,2.90,2239.24,65.94,8.43,276.12
1,16,909,S19,0.028,1.024,0.027,37.92592593,23.61991192,1557,1556,2.45,2237.13,65.91,7.48,234.12
1,17,909,S24,0.022,1.102,0.026,42.38461538,24.33786233,1559,1556,2.41,2239.39,65.98,7.39,229.64
1,18,980,M,0.025,0.750,0.023,32.60869565,26.82423957,0,0,2.23,2237.12,65.55,7.42,212.58
1,0,909,S5,0.023,1.030,0.026,39.61538462,24.33786233,1552,1552,2.42,2238.82,65.96,5.31,228.91
1,0,909,S10,0.024,1.020,0.023,44.34782609,26.82423957,1557,1546,0.00,2242.97,0.00,0.42,0.00
1,0,909,S11,0.021,1.030,0.024,42.91666667,25.93359266,0,1564,0.00,2243.34,0.00,0.43,0.00
1,0,909,S13,0.025,1.040,0.019,54.73684211,31.21470086,1560,1560,0.00,2244.62,0.00,0.41,0.00
1,0,909,S15,0.019,1.050,0.031,33.87096774,21.16780940,0,1555,0.00,2243.49,0.00,0.38,0.00
1,0,909,S18,0.021,0.780,0.028,27.85714286,22.94811947,1559,1559,0.00,2243.47,0.00,0.46,0.00
1,0,980,S23,0.015,0.720,0.025,28.80000000,25.10710746,1541,1541,0.00,2239.49,0.00,0.66,0.00
1,6,980,S13,0.025,0.841,0.030,28.03333333,21.72572514,0,0,2.27,2213.87,65.86,6.91,216.35
1,6,980,M,0.020,0.760,0.023,33.04347826,26.82423957,1587,1587,2.26,2212.87,65.66,7.87,215.04
1,8,980,S05,0.020,0.785,0.019,41.31578947,31.21470086,1569,1569,2.66,2214.82,65.83,8.21,252.69
1,12,980,S10,0.014,0.785,0.025,31.40000000,25.10710746,1527,1527,2.64,2211.69,66.19,7.62,250.50
1,14,980,M,0.025,0.756,0.021,36.00000000,28.83191546,1572,1572,2.36,2213.92,65.48,7.65,226.33
1,14,980,S05,0.026,0.762,0.023,33.13043478,26.82423957,1567,1567,2.70,2215.53,65.96,8.08,256.97
1,15,980,S10,0.013,0.730,0.022,33.18181818,27.78715793,1550,1550,3.14,2213.67,66.19,7.69,278.18
1,7,980,S15,0.015,0.706,0.018,39.22222222,32.58285073,0,1562,3.11,2220.61,65.87,7.64,284.53
1,6,980,S20,0.016,0.765,0.015,51.00000000,37.65403131,0,1551,3.11,2213.17,65.87,8.09,281.27
1,7,980,S25,0.017,0.743,0.018,41.27777778,32.58285073,0,1556,3.12,2216.14,66.00,8.17,282.30
1,8,980,S30,0.015,0.725,0.022,32.95454545,27.78715793,1563,1556,3.13,2216.16,66.10,7.96,279.54
1,12,980,M,0.013,0.740,0.019,38.94736842,31.21470086,1695,1582,2.33,2271.83,65.67,7.72,221.68
1,7,980,S05,0.019,0.725,0.030,24.16666667,21.72572514,0,0,3.12,2276.16,65.83,7.93,281.97
1,0,980,S08,0.015,0.750,0.025,30.00000000,25.10710746,1566,1566,2.94,2277.03,66.07,8.01,278.40
1,10,980,S14,0.021,0.762,0.023,33.13043478,26.82423957,1552,1552,2.76,2275.77,66.09,7.88,261.56
1,15,980,S10,0.015,0.723,0.034,21.26470588,19.67192734,0,1559,2.86,2273.21,66.00,7.80,271.79
1,0,980,S11,0.023,0.740,0.027,27.40740741,23.61991192,1547,1543,2.85,2274.25,66.00,7.73,271.21
1,7,980,S20,0.024,0.722,0.030,24.06666667,21.72572514,1551,1551,3.13,2273.17,65.89,8.09,283.76
1,13,980,S30,0.014,0.707,0.020,35.35000000,29.96988564,0,1540,3.02,2273.06,66.03,7.74,278.08
1,7,909,S35,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1563,1563,3.14,2276.12,65.92,7.98,281.15
1,12,909,M,0.024,1.060,0.024,44.16666667,25.93359266,1600,1600,2.34,2281.08,65.74,7.86,223.50
1,10,909,S05,0.023,1.036,0.025,41.44000000,25.10710746,0,1563,3.07,2280.16,65.94,7.97,280.64
1,9,980,S10,0.016,0.732,0.029,25.24137931,22.31802259,1553,1552,3.11,2273.17,66.12,7.24,279.22
1,6,909,S20,0.025,1.050,0.023,45.65217391,26.82423957,0,0,2.99,2277.96,65.96,7.23,282.21
1,8,909,S25,0.022,1.060,0.022,48.18181818,27.78715793,0,1541,3.15,2278.76,59.98,7.76,284.77
1,11,980,S31,0.017,0.769,0.026,29.57692308,24.33786233,1558,1558,3.03,2279.80,60.02,7.78,284.82
1,8,909,M,0.022,1.025,0.024,42.70833333,25.93359266,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,7,980,S05,0.014,0.710,0.016,44.37500000,35.77449321,1566,1559,3.14,2278.32,59.93,8.26,285.54
1,8,909,S10,0.019,1.020,0.020,51.00000000,29.96988564,1562,1544,3.04,2281.89,59.98,8.22,284.71
1,7,909,S15,0.014,1.020,0.016,63.75000000,35.77449321,0,1551,3.19,2280.69,59.98,7.75,282.20
1,12,909,S20,0.020,1.030,0.018,57.22222222,32.58285073,1550,1552,3.08,2281.86,59.97,7.89,283.33
1,10,909,S25,0.017,1.065,0.021,50.71428571,28.83191546,1563,1563,3.17,2276.84,60.26,8.40,282.84
1,12,909,M,0.028,1.070,0.015,71.33333333,37.65403131,0,1588,2.30,2281.80,59.60,7.57,218.97
1,8,909,S05,0.021,1.050,0.025,42.00000000,25.10710746,1553,1553,3.16,2280.23,59.98,7.61,278.49
1,10,980,S10,0.025,0.726,0.019,38.21052632,31.21470086,1552,1550,3.09,2278.74,59.85,8.46,276.04
1,9,909,S15,0.022,1.040,0.025,41.60000000,25.10710746,1547,1537,3.03,2277.62,60.02,8.74,275.97
1,16,909,S20,0.027,1.060,0.018,58.88888889,32.58285073,1540,1540,3.22,2278.10,59.92,8.53,276.17
1,14,909,S25,0.026,1.070,0.030,35.66666667,21.72572514,1545,1545,2.96,2279.62,59.99,7.87,271.67
1,8,980,S30,0.017,0.760,0.014,54.28571429,39.77262916,0,1531,3.16,2280.09,60.08,7.63,276.53
1,13,980,M,0.025,0.724,0.019,38.10526316,31.21470086,0,0,2.29,2278.31,59.53,8.03,218.63
1,10,980,S35,0.022,0.767,0.019,40.36842105,31.21470086,1545,1545,3.08,2282.41,60.09,8.16,276.08
1,5,976,S05,0.016,0.960,0.024,40.00000000,25.93359266,1559,1567,3.17,2279.16,59.98,7.05,275.78
1,8,980,S10,0.014,0.730,0.020,36.50000000,29.96988564,1551,1561,3.15,2277.00,60.08,8.40,276.06
1,8,980,S15,0.022,0.745,0.024,31.04166667,25.93359266,0,0,3.12,2281.98,60.09,8.24,276.92
1,9,980,S20,0.019,0.725,0.027,26.85185185,23.61991192,1544,1544,3.12,2279.26,59.64,8.18,275.78
1,8,980,S25,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1556,1547,3.21,2282.65,59.98,8.22,276.18
1,11,980,S30,0.030,0.710,0.019,37.36842105,31.21470086,0,1554,3.19,2278.42,59.72,8.76,274.94
1,12,980,S32,0.015,0.730,0.021,34.76190476,28.83191546,1552,1552,3.32,2278.12,60.17,8.96,277.92
1,13,980,M,0.014,0.751,0.018,41.72222222,32.58285073,0,1574,2.35,2277.77,59.39,7.87,223.32
1,12,980,S05,0.018,0.749,0.023,32.56521739,26.82423957,1564,1564,3.06,2274.40,59.84,8.49,273.04
1,13,980,S10,0.017,0.700,0.018,38.88888889,32.58285073,1558,1540,3.21,2280.55,59.88,7.63,275.56
1,10,980,S14,0.035,0.820,0.022,37.27272727,27.78715793,1550,1545,3.15,2280.52,59.89,8.09,275.52
1,10,980,S20,0.021,0.752,0.020,37.60000000,29.96988564,0,1552,2.88,2281.86,59.98,7.58,273.39
1,9,980,S25,0.022,0.690,0.014,49.28571429,39.77262916,1572,1563,2.87,2275.89,60.17,7.87,270.55
1,13,980,S30,0.015,0.702,0.025,28.08000000,25.10710746,1548,1548,2.83,2276.49,59.97,7.68,268.39
1,12,980,S33,0.025,0.734,0.022,33.36363636,27.78715793,1530,1545,2.84,2271.53,59.94,7.87,269.53
1,10,980,M,0.026,0.745,0.016,46.56250000,35.77449321,1573,1573,2.28,2274.53,59.41,7.54,217.59
1,8,980,S05,0.016,0.700,0.015,46.66666667,37.65403131,1567,1561,3.01,2272.27,60.01,7.43,280.59
1,6,980,S10,0.032,0.743,0.025,29.72000000,25.10710746,1563,1560,3.17,2277.31,60.12,7.91,282.44
1,12,980,S15,0.024,0.723,0.021,34.42857143,28.83191546,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,11,980,S20,0.025,0.750,0.019,39.47368421,31.21470086,1561,1555,2.84,2278.22,59.88,7.70,270.97
1,7,980,S25,0.018,0.790,0.013,60.76923077,42.18126779,0,1539,2.84,2280.70,60.02,7.35,269.49
1,8,980,S23,0.018,0.750,0.024,31.25000000,25.93359266,1548,1532,2.81,2278.49,60.08,7.24,266.15
1,12,980,S29,0.025,0.750,0.023,32.60869565,26.82423957,0,0,2.66,2322.40,59.86,5.05,248.61
1,11,980,M,0.020,0.764,0.016,47.75000000,35.77449321,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,8,980,S16,0.014,0.740,0.010,74.00000000,51.94243253,1557,1557,2.72,2349.81,60.06,7.12,257.26
1,15,980,S05,0.015,0.700,0.022,31.81818182,27.78715793,1553,1556,3.02,2348.50,60.24,7.61,259.59
1,14,980,S11,0.024,0.712,0.018,39.55555556,32.58285073,1553,1555,2.73,2348.83,60.14,6.90,258.20
1,10,980,S21,0.016,0.742,0.019,39.05263158,31.21470086,1538,1535,3.10,2347.59,59.93,7.63,256.06
1,14,980,S26,0.022,0.743,0.022,33.77272727,27.78715793,1553,1540,2.87,2349.24,60.04,7.43,254.22
1,10,980,S31,0.000,0.000,0.000,#DIV/0!,#DIV/0!,0,0,2.98,2350.70,59.95,7.22,252.10
1,15,980,M,0.021,0.710,0.025,28.40000000,25.10710746,0,1581,2.44,2345.05,59.47,7.21,233.75
1,0,980,S01,0.018,0.721,0.028,25.75000000,22.94811947,1557,1493,2.76,2346.96,60.18,7.33,248.51
1,15,980,S05,0.021,0.789,0.028,28.17857143,22.94811947,1536,1535,2.91,2353.01,60.02,6.86,256.04
1,15,980,S09,0.016,0.756,0.026,29.07692308,24.33786233,0,1540,2.72,2345.45,59.96,7.05,259.01
1,8,980,S15,0.026,0.750,0.030,25.00000000,21.72572514,1555,1555,2.83,2351.58,63.90,6.77,264.18
1,13,980,S20,0.020,0.726,0.022,33.00000000,27.78715793,1548,1548,2.85,2348.74,63.97,6.70,260.11
1,8,980,S25,0.019,0.730,0.029,25.17241379,22.31802259,1550,1550,#N/A,#N/A,#N/A,#N/A,#N/A
1,14,980,M,0.020,0.753,0.018,41.83333333,32.58285073,1566,1579,2.29,2351.15,63.46,7.20,219.89
1,9,980,S05,0.022,0.723,0.022,32.86363636,27.78715793,1554,1554,2.80,2351.08,64.04,7.36,255.52
1,11,980,S10,0.022,0.723,0.021,34.42857143,28.83191546,1571,1571,2.66,2346.99,64.10,7.43,248.21
1,15,980,S15,0.020,0.742,0.028,26.50000000,22.94811947,1550,1548,2.74,2350.48,64.02,7.27,248.82
1,17,980,S20,0.014,0.790,0.016,49.37500000,35.77449321,0,1551,2.86,2353.40,63.90,7.64,248.87
1,0,980,S25,0.018,0.720,0.019,37.89473684,31.21470086,0,1540,0.00,2355.48,0.00,0.38,0.00
1,0,980,S30,0.018,0.715,0.023,31.08695652,26.82423957,1552,1552,0.00,2354.30,0.00,0.55,241.09
1,10,976,M,0.018,1.021,0.027,37.81481481,23.61991192,0,1583,2.22,2329.11,59.48,6.71,213.36
1,17,980,S05,0.031,0.746,0.024,31.08333333,25.93359266,1556,1556,2.79,2329.45,60.13,7.40,264.53
1,17,980,S10,0.015,0.754,0.028,26.92857143,22.94811947,0,1555,2.64,2335.24,59.84,7.04,251.49
1,21,980,S15,0.023,0.790,0.015,52.66666667,37.65403131,1549,1554,2.34,2338.69,60.10,6.59,221.04
1,0,980,S20,0.016,0.800,0.012,66.66666667,44.94691449,1537,1542,0.00,2345.41,0.00,0.51,0.00
1,0,980,S25,0.019,0.751,0.023,32.65217391,26.82423957,1545,1550,0.00,2341.70,0.00,0.62,0.00
1,18,980,S28,0.019,0.715,0.023,31.08695652,26.82423957,1553,1538,2.29,2337.14,46.96,7.17,220.66
1,0,980,S30,0.023,0.755,0.024,31.45833333,25.93359266,0,1536,0.00,2346.66,0.00,0.53,0.00
1,13,980,M,0.024,0.719,0.018,39.94444444,32.58285073,1584,1581,2.21,2346.31,53.73,6.68,209.65
1,15,980,S05,0.017,0.730,0.027,27.03703704,23.61991192,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,9,909,S09,0.019,1.060,0.024,44.16666667,25.93359266,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,14,909,S15,0.024,1.047,0.025,41.88000000,25.10710746,1551,1551,2.75,2356.18,62.96,7.60,258.98
1,3,909,S20,0.022,1.014,0.029,34.96551724,22.31802259,1550,1550,2.81,2355.19,62.90,7.60,259.52
1,15,980,S25,0.025,0.759,0.025,30.36000000,25.10710746,0,0,2.61,2355.70,62.90,7.05,248.68
1,7,909,S30,0.028,1.052,0.021,50.09523810,28.83191546,1550,1547,2.63,2360.12,63.07,7.06,249.69
1,11,980,S35,0.022,0.730,0.019,38.42105263,31.21470086,1562,1562,2.64,2361.72,62.94,7.24,251.41
1,16,980,M,0.031,0.800,0.019,42.10526316,31.21470086,1584,1582,2.26,2362.64,62.50,7.25,214.83
1,15,909,S05,0.019,0.969,0.022,44.04545455,27.78715793,1548,1558,2.67,2359.68,62.92,7.33,253.65
1,11,909,S10,0.022,1.150,0.019,60.52631579,31.21470086,1546,1546,2.59,2359.23,62.96,7.21,246.00
1,17,980,S19,0.028,0.843,0.022,38.31818182,27.78715793,1567,1555,2.75,2360.52,63.06,7.39,259.00
1,11,980,S15,0.024,0.762,0.020,38.10000000,29.96988564,0,0,2.62,2361.47,63.04,7.08,249.09
1,14,909,S24,0.029,1.050,0.019,55.26315789,31.21470086,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
1,10,980,S30,0.016,0.740,0.020,37.00000000,29.96988564,1553,1535,2.36,2360.59,63.06,7.03,223.34
1,8,909,M,0.025,1.040,0.016,65.00000000,35.77449321,1573,1592,2.21,2355.22,62.57,7.39,210.65
1,14,980,S05,0.022,0.750,0.019,39.47368421,31.21470086,1548,1548,2.89,2356.28,63.03,7.41,265.76
1,14,980,S10,0.018,0.720,0.019,37.89473684,31.21470086,1559,1559,3.19,2355.02,63.03,7.80,267.31
1,16,909,S15,0.014,1.117,0.023,48.56521739,26.82423957,1556,1553,2.77,2349.37,62.86,7.52,263.10
1,17,909,S20,0.022,1.047,0.021,49.85714286,28.83191546,0,1545,2.74,2344.34,63.01,7.32,259.92
1,16,909,S24,0.025,1.040,0.022,47.27272727,27.78715793,1569,1569,2.73,2352.06,62.97,7.63,259.74
1,8,980,M,0.028,0.739,0.025,29.56000000,25.10710746,0,1574,2.21,2384.50,62.40,6.60,211.13
1,8,980,S05,0.018,0.790,0.022,35.90909091,27.78715793,0,0,2.77,2395.61,62.96,7.09,263.46
1,6,909,S10,0.020,1.040,0.016,65.00000000,35.77449321,1560,1560,2.90,2397.04,62.91,7.19,275.08
1,6,909,S15,0.017,1.045,0.024,43.54166667,25.93359266,1552,1552,2.80,2390.92,63.01,7.37,266.26
1,8,980,S20,0.025,0.722,0.023,31.39130435,26.82423957,0,1538,3.36,2397.07,63.00,8.10,300.29
